iter	Passed	Remaining
340	6528	3044
341	6544	3023
342	6560	3002
343	6578	2983
344	6593	2962
345	6608	2941
346	6620	2919
347	6633	2897
348	6650	2877
349	6668	2857
350	6682	2836
351	6695	2815
352	6708	2793
353	6719	2771
354	6733	2750
355	6749	2730
356	6769	2711
357	6781	2689
358	6798	2670
359	6812	2649
360	6824	2627
361	6839	2607
362	6853	2586
363	6869	2566
364	6880	2544
365	6898	2525
366	6911	2504
367	6926	2484
368	6938	2463
369	6952	2442
370	6976	2425
371	6988	2404
372	7001	2383
373	7020	2365
374	7035	2345
375	7047	2324
376	7060	2303
377	7078	2284
378	7093	2264
379	7108	2244
380	7120	2223
381	7133	2203
382	7144	2182
383	7159	2162
384	7172	2142
385	7189	2123
386	7212	2106
387	7231	2087
388	7242	2066
389	7257	2046
390	7272	2027
391	7285	2007
392	7304	1988
393	7318	1968
394	7330	1948
395	7343	1928
396	7356	1908
397	7371	1889
398	7389	1870
399	7408	1852
400	7422	1832
401	7434	1812
402	7453	1793
403	7472	1775
404	7484	1755
405	7498	1736
406	7509	1715
407	7522	1696
408	7533	1676
409	7550	1657
410	7564	1637
411	7575	1618
412	7590	1598
413	7604	1579
414	7616	1560
415	7639	1542
416	7661	1525
417	7681	1506
418	7694	1487
419	7707	1468
420	7721	1449
421	7742	1431
422	7763	1413
423	7786	1395
424	7802	1376
425	7824	1359
426	7846	1341
427	7866	1323
428	7881	1304
429	7901	1286
430	7913	1266
431	7930	1248
432	7949	1230
433	7961	1210
434	7975	1191
435	7991	1173
436	8005	1154
437	8018	1135
438	8031	1116
439	8046	1097
440	8062	1078
441	8073	1059
442	8086	1040
443	8108	1022
444	8127	1004
445	8140	985
446	8155	967
447	8171	948
448	8184	929
449	8198	910
450	8212	892
451	8225	873
452	8244	855
453	8262	837
454	8275	818
455	8287	799
456	8308	781
457	8323	763
458	8339	744
459	8360	726
460	8380	709
461	8392	690
462	8406	671
463	8424	653
464	8447	635
465	8461	617
466	8480	599
467	8496	580
468	8507	562
469	8521	543
470	8536	525
471	8548	507
472	8563	488
473	8577	470
474	8588	452
475	8602	433
476	8614	415
477	8627	397
478	8645	379
479	8658	360
480	8672	342
481	8691	324
482	8703	306
483	8716	288
484	8732	270
485	8750	252
486	8768	234
487	8783	215
488	8804	198
489	8816	179
490	8830	161
491	8845	143
492	8858	125
493	8871	107
494	8889	89
495	8908	71
496	8925	53
497	8945	35
498	8960	17
499	8980	0
