iter	RMSE
269	7.224395013
270	7.205753145
271	7.186916153
272	7.175460398
273	7.164405556
274	7.156110028
275	7.143313192
276	7.13400384
277	7.123768903
278	7.11233661
279	7.096945183
280	7.086796291
281	7.078283958
282	7.056588499
283	7.04385624
284	7.028932106
285	7.014873839
286	7.008059106
287	6.987251894
288	6.96961038
289	6.958250902
290	6.944336506
291	6.936565093
292	6.929576499
293	6.919357651
294	6.904324228
295	6.89351237
296	6.881087459
297	6.865062344
298	6.854498283
299	6.844081201
300	6.835209146
301	6.823243549
302	6.806624798
303	6.794110238
304	6.78329419
305	6.770242833
306	6.752978476
307	6.73818758
308	6.719484338
309	6.707268498
310	6.692016246
311	6.679150465
312	6.66898197
313	6.660093261
314	6.651545807
315	6.6428772
316	6.634804181
317	6.618501108
318	6.602411886
319	6.591126636
320	6.576702968
321	6.563141442
322	6.553063431
323	6.540337466
324	6.529343477
325	6.518170304
326	6.506599508
327	6.496804504
328	6.488985185
329	6.478742689
330	6.464018561
331	6.455228844
332	6.441190754
333	6.426402927
334	6.415946488
335	6.406971847
336	6.396348037
337	6.386330272
338	6.375259719
339	6.360757818
340	6.348122913
341	6.334647669
342	6.320745792
343	6.310984832
344	6.302239518
345	6.291095048
346	6.280715585
347	6.268976496
348	6.257299824
349	6.248252206
350	6.238877264
351	6.218643654
352	6.210332466
353	6.201136848
354	6.192126904
355	6.182844775
356	6.176098968
357	6.166722309
358	6.15271859
359	6.144066365
360	6.136123009
361	6.127777892
362	6.121860249
363	6.111375453
364	6.101377898
365	6.086782812
366	6.074870569
367	6.066863919
368	6.058646903
369	6.047326058
370	6.036593114
371	6.029928986
372	6.022075916
373	6.012080737
374	5.999287935
375	5.993587797
376	5.987305454
377	5.975143205
378	5.963609448
379	5.955394031
380	5.946198443
381	5.935738511
382	5.925963294
383	5.916451484
384	5.900927143
385	5.891815266
386	5.88044815
387	5.874960463
388	5.870482545
389	5.86244762
390	5.851769081
391	5.8450249
392	5.836345225
393	5.830903507
394	5.821440456
395	5.812488953
396	5.800462841
397	5.791170207
398	5.775355599
399	5.767511536
400	5.75790202
401	5.75080138
402	5.744185286
403	5.737353868
404	5.732148387
405	5.723940679
406	5.715568295
407	5.709784625
408	5.69797472
409	5.689083604
410	5.680542274
411	5.673529136
412	5.66769794
413	5.661884212
414	5.654803073
415	5.643381506
416	5.638325621
417	5.628866132
418	5.620239886
419	5.613263935
420	5.605480135
421	5.599466842
422	5.590026197
423	5.584825841
424	5.57622953
425	5.567135236
426	5.558584741
427	5.553290645
428	5.545889781
429	5.536101802
430	5.530284716
431	5.521669191
432	5.51430506
433	5.508094974
434	5.500111327
435	5.493320821
436	5.485339985
437	5.477524434
438	5.463772292
439	5.458153036
440	5.449508584
441	5.440340148
442	5.43220297
443	5.426604864
444	5.417529827
445	5.413230156
446	5.405781525
447	5.397269977
448	5.393572466
449	5.387200325
450	5.3814939
451	5.37649795
452	5.368746207
453	5.359223611
454	5.355461833
455	5.343422028
456	5.336065621
457	5.329048629
458	5.323913287
459	5.317338636
460	5.309422975
461	5.3032895
462	5.296927796
463	5.292011317
464	5.285034708
465	5.276734446
466	5.272373667
467	5.268298577
468	5.257763403
469	5.251987008
470	5.24553047
471	5.239352988
472	5.228621067
473	5.22013692
474	5.212114943
475	5.208123425
476	5.20163897
477	5.195329302
478	5.187369986
479	5.182902105
480	5.176218427
481	5.169592744
482	5.163720479
483	5.158545314
484	5.151281778
485	5.144701664
486	5.136880825
487	5.131883075
488	5.126103187
489	5.118758842
490	5.110632419
491	5.102645578
492	5.098046798
493	5.089953773
494	5.083627493
495	5.074341012
496	5.070585142
497	5.062642327
498	5.057551496
499	5.052515192
