iter	Passed	Remaining
406	6181	1412
407	6195	1397
408	6207	1381
409	6222	1365
410	6234	1350
411	6250	1335
412	6267	1320
413	6280	1304
414	6298	1290
415	6315	1275
416	6332	1260
417	6346	1244
418	6358	1229
419	6372	1213
420	6389	1199
421	6405	1183
422	6418	1168
423	6430	1152
424	6446	1137
425	6461	1122
426	6475	1107
427	6488	1091
428	6506	1076
429	6517	1061
430	6527	1045
431	6540	1029
432	6560	1015
433	6577	1000
434	6594	985
435	6606	969
436	6619	954
437	6632	938
438	6649	924
439	6666	909
440	6676	893
441	6689	877
442	6704	862
443	6722	847
444	6734	832
445	6749	817
446	6766	802
447	6781	787
448	6793	771
449	6805	756
450	6821	741
451	6838	726
452	6855	711
453	6865	695
454	6875	680
455	6891	664
456	6908	650
457	6919	634
458	6936	619
459	6953	604
460	6969	589
461	6985	574
462	7003	559
463	7019	544
464	7037	529
465	7054	514
466	7067	499
467	7081	484
468	7098	469
469	7112	453
470	7122	438
471	7141	423
472	7154	408
473	7166	393
474	7178	377
475	7194	362
476	7212	347
477	7231	332
478	7240	317
479	7256	302
480	7267	287
481	7277	271
482	7293	256
483	7311	241
484	7329	226
485	7351	211
486	7365	196
487	7378	181
488	7397	166
489	7414	151
490	7431	136
491	7447	121
492	7459	105
493	7471	90
494	7485	75
495	7498	60
496	7515	45
497	7530	30
498	7549	15
499	7563	0
