iter	RMSE
211	6.794250523
212	6.79332891
213	6.792623319
214	6.791979807
215	6.791097881
216	6.790917351
217	6.790762282
218	6.790037835
219	6.789950967
220	6.789866954
221	6.789348629
222	6.789258739
223	6.789179804
224	6.789100513
225	6.788044983
226	6.787235919
227	6.786490268
228	6.785987809
229	6.785755126
230	6.785081646
231	6.784953463
232	6.784430997
233	6.78425858
234	6.783825868
235	6.783657028
236	6.783194653
237	6.782862508
238	6.782163297
239	6.781937218
240	6.781853364
241	6.781239848
242	6.780921887
243	6.780482783
244	6.780322771
245	6.779799735
246	6.77924899
247	6.779207014
248	6.779129805
249	6.778786527
250	6.778667908
251	6.778364642
252	6.777852412
253	6.777243738
254	6.776426984
255	6.776350425
256	6.775518037
257	6.775030393
258	6.774930617
259	6.774441638
260	6.774283621
261	6.774184874
262	6.773905918
263	6.773670779
264	6.773363865
265	6.773163603
266	6.772708828
267	6.772551866
268	6.771633081
269	6.770867577
270	6.770659151
271	6.770491879
272	6.770322107
273	6.769811542
274	6.769711487
275	6.769479056
276	6.76908012
277	6.76857145
278	6.768347185
279	6.768040818
280	6.767975275
281	6.767849333
282	6.767535035
283	6.767200694
284	6.767161404
285	6.767005851
286	6.766798032
287	6.766316036
288	6.766197405
289	6.766131251
290	6.766127312
291	6.765894288
292	6.765588663
293	6.765458801
294	6.765152635
295	6.765017123
296	6.764537154
297	6.764483924
298	6.764094379
299	6.763758662
300	6.763429325
301	6.763234745
302	6.762871154
303	6.762750181
304	6.762248819
305	6.762103176
306	6.762046683
307	6.761919448
308	6.761906735
309	6.761853627
310	6.761853627
311	6.76172732
312	6.761530683
313	6.761480325
314	6.76137375
315	6.761238222
316	6.760966174
317	6.760630206
318	6.76037577
319	6.760298989
320	6.760167369
321	6.760162128
322	6.760127712
323	6.759982937
324	6.759701855
325	6.759515844
326	6.759476381
327	6.759359766
328	6.758897549
329	6.758630861
330	6.758353011
331	6.758057072
332	6.757998266
333	6.757833077
334	6.757666287
335	6.757581964
336	6.757571543
337	6.757512695
338	6.757290083
339	6.757030962
340	6.75697679
341	6.756825241
342	6.756622791
343	6.756399928
344	6.756105657
345	6.755959162
346	6.755834117
347	6.755660197
348	6.755657533
349	6.755603385
350	6.755596858
351	6.755424495
352	6.755344652
353	6.755184458
354	6.755015661
355	6.754917436
356	6.754749933
357	6.754652837
358	6.754557935
359	6.754401339
360	6.754334447
361	6.754332347
362	6.754149249
363	6.754001603
364	6.753902257
365	6.753843336
366	6.753795196
367	6.753681727
368	6.753501163
369	6.753323052
370	6.753277956
371	6.753252836
372	6.753215479
373	6.753070098
374	6.753017514
375	6.752938769
376	6.7528073
377	6.752724966
378	6.752625133
379	6.752589345
380	6.752460754
381	6.752416168
382	6.752307877
383	6.752163267
384	6.75212883
385	6.752057786
386	6.75201192
387	6.751991049
388	6.7519181
389	6.751880164
390	6.751848843
391	6.75161567
392	6.751433762
393	6.751405312
394	6.751119334
395	6.751070438
396	6.751010233
397	6.750853273
398	6.75077967
399	6.750692933
400	6.750488479
401	6.75044511
402	6.750269234
403	6.750252524
404	6.750124925
405	6.750097176
406	6.75007707
407	6.75002255
408	6.749948082
409	6.749882304
410	6.7498521
411	6.749810926
412	6.749696891
413	6.749650452
414	6.749570167
415	6.749535904
416	6.749479134
417	6.749395293
418	6.749271805
419	6.749253548
420	6.749085435
421	6.748946176
422	6.748843425
423	6.748766688
424	6.748673889
425	6.748574681
426	6.748530724
427	6.748432981
428	6.748361224
429	6.748304495
430	6.748266441
431	6.748145564
432	6.7480509
433	6.748029726
434	6.747988848
435	6.747986812
436	6.747857746
437	6.747748109
438	6.747677981
439	6.747585714
440	6.747430661
441	6.747382952
442	6.747261786
443	6.747187642
444	6.747085366
445	6.747023916
446	6.746951221
447	6.746928774
448	6.746863636
449	6.746828831
450	6.746792642
451	6.746690004
452	6.746663249
453	6.746635517
454	6.746529786
455	6.746469604
456	6.746345208
457	6.746321093
458	6.746278634
459	6.74623881
460	6.746069942
461	6.746043334
462	6.745966598
463	6.745879618
464	6.745804652
465	6.745766616
466	6.745748305
467	6.745697352
468	6.745633926
469	6.745587208
470	6.745521366
471	6.745462502
472	6.745439887
473	6.745396108
474	6.745355584
475	6.745274416
476	6.745223828
477	6.745204465
478	6.745168012
479	6.745102064
480	6.745055024
481	6.744949583
482	6.744866556
483	6.744787702
484	6.744685706
485	6.744650535
486	6.744636572
487	6.744556489
488	6.744427835
489	6.744352088
490	6.744307358
491	6.744284538
492	6.744224388
493	6.744081524
494	6.744057631
495	6.743957552
496	6.743918808
497	6.743807093
498	6.743780991
499	6.743752805
500	6.743717516
501	6.743662176
502	6.743623219
503	6.743592292
504	6.743573621
505	6.74354534
506	6.743500486
507	6.743445042
508	6.743358204
509	6.743275571
510	6.743210885
511	6.743184473
512	6.743152081
513	6.743029421
514	6.74298848
515	6.742948204
516	6.742919257
517	6.742731552
518	6.742674038
519	6.742575264
520	6.742547999
521	6.742500424
522	6.742440054
523	6.742403721
524	6.742348519
525	6.742331407
526	6.74228431
527	6.742203203
528	6.74213202
529	6.742112492
530	6.742078902
531	6.742036932
532	6.741964269
533	6.741941807
534	6.741890182
535	6.741834966
536	6.741807477
537	6.741695178
538	6.741662082
539	6.741609024
540	6.741538853
541	6.741481267
542	6.741455283
543	6.741403009
544	6.741379445
545	6.741308626
546	6.741257964
547	6.741180949
548	6.741119007
549	6.74105402
550	6.741026162
551	6.741002261
552	6.740971451
553	6.740945089
554	6.74088348
555	6.740824899
556	6.740774262
557	6.740762283
558	6.740737667
559	6.740692139
560	6.740665311
561	6.740584073
562	6.740510128
563	6.740492387
564	6.740472674
565	6.740402812
566	6.740363602
567	6.740299731
568	6.74024841
569	6.740221166
570	6.740203846
571	6.74011837
572	6.740069923
573	6.740035734
574	6.740006949
575	6.739995475
576	6.739952366
577	6.739892281
578	6.739831407
579	6.739790208
580	6.739711225
581	6.739687927
582	6.739618792
583	6.739605951
584	6.739512143
585	6.739478312
586	6.739444622
587	6.739420006
588	6.739404931
589	6.739393452
590	6.739370143
591	6.73930739
592	6.739263712
593	6.739197716
594	6.739121134
595	6.739110661
596	6.739098292
597	6.739053661
598	6.738989674
599	6.738962851
600	6.738940593
601	6.738913583
602	6.738903615
603	6.738889319
604	6.738806555
605	6.738781646
606	6.738774851
607	6.738718853
608	6.738686433
609	6.738632173
610	6.738600037
611	6.738558311
612	6.738501077
613	6.738478225
614	6.738464482
615	6.738419813
616	6.738364213
617	6.738332862
618	6.738272095
619	6.738228085
620	6.738161212
621	6.738107742
622	6.738034624
623	6.737985853
624	6.737926734
625	6.737872579
626	6.737852982
627	6.737833116
628	6.737766346
629	6.737725677
630	6.737622716
631	6.737529561
632	6.737495914
633	6.737468195
634	6.737452679
635	6.737389181
636	6.737372547
637	6.737344939
638	6.737313985
639	6.737235551
640	6.737180923
641	6.737160514
642	6.737142341
643	6.737099204
644	6.737077914
645	6.737045569
646	6.7369988
647	6.736926054
648	6.73689787
649	6.736887148
650	6.736847734
651	6.736793805
652	6.736785867
653	6.736764251
654	6.736716607
655	6.736671612
656	6.736652842
657	6.736550633
658	6.736498482
659	6.736458292
660	6.736402196
661	6.736339772
662	6.73629923
663	6.736271807
664	6.736265204
665	6.736231348
666	6.736189747
667	6.736128487
668	6.736112072
669	6.736056928
670	6.736041362
671	6.735992891
672	6.735968308
673	6.735893707
674	6.735864121
675	6.735759916
676	6.73575142
677	6.735649517
678	6.735639163
679	6.735584549
680	6.735560412
681	6.735475329
682	6.735407725
683	6.73539581
684	6.735377607
685	6.73532091
686	6.73531768
687	6.735295403
688	6.73526779
689	6.7352077
690	6.735131418
691	6.7351196
692	6.735061799
693	6.734957285
694	6.734880668
695	6.734859206
696	6.734852158
697	6.734709469
698	6.734619596
699	6.73460632
700	6.734589415
701	6.734559247
702	6.734480798
703	6.734435964
704	6.734331116
705	6.734265241
706	6.734239809
707	6.734197717
708	6.734133023
709	6.734105169
710	6.734042655
711	6.7340203
712	6.734011094
713	6.733956994
714	6.733915136
715	6.733879333
716	6.733781312
717	6.733767411
718	6.733712757
719	6.733687339
720	6.733643069
721	6.733599459
722	6.733531853
723	6.733494763
724	6.733491526
725	6.733469195
726	6.733389522
727	6.733323519
728	6.733305305
729	6.733200292
730	6.733174166
731	6.733090677
732	6.733076428
733	6.733018478
734	6.732949624
735	6.732933149
736	6.732839252
737	6.732795165
738	6.732703842
739	6.732650006
740	6.732637306
741	6.732534686
742	6.7324753
743	6.732453667
744	6.732443221
745	6.732355455
746	6.732316851
747	6.732232978
748	6.732168602
749	6.732086215
750	6.73203066
751	6.731954348
752	6.731938523
753	6.73189973
754	6.731895074
755	6.731787893
756	6.731770749
757	6.731650346
758	6.731645688
759	6.731613753
760	6.731547901
761	6.731478792
762	6.731398495
763	6.731388825
764	6.731366375
765	6.731339219
766	6.731320275
767	6.731309093
768	6.731269956
769	6.731188065
770	6.7311582
771	6.731122466
772	6.730989463
773	6.730926578
774	6.730783636
775	6.730739268
776	6.730696947
777	6.7306471
778	6.730612818
779	6.730608417
780	6.730510954
781	6.730497355
782	6.730448592
783	6.73042983
784	6.730408387
785	6.730334594
786	6.730292452
787	6.730276928
788	6.730253922
789	6.730227714
790	6.730160128
791	6.73012839
792	6.730121793
793	6.730102753
794	6.730073909
795	6.730052204
796	6.730014595
797	6.729918605
798	6.729890625
799	6.729855202
800	6.729824458
801	6.729799016
802	6.729788394
803	6.729760485
804	6.729631946
805	6.729618759
806	6.729576747
807	6.729559367
808	6.729542121
809	6.729533957
810	6.729513142
811	6.729434687
812	6.729406639
813	6.729385242
814	6.729379794
815	6.729353843
816	6.729340433
817	6.729299969
818	6.729257389
819	6.729247445
820	6.729139833
821	6.729125586
822	6.729087737
823	6.729062909
824	6.729021762
825	6.728919026
826	6.728884804
827	6.728828598
828	6.728815765
829	6.728801259
830	6.728670604
831	6.728582672
832	6.728527409
833	6.728511522
834	6.728465518
835	6.728425828
836	6.728380919
837	6.728353858
838	6.728301527
839	6.728260126
840	6.728188564
841	6.728145845
842	6.728078149
843	6.728065577
844	6.728027464
845	6.727916274
846	6.727879109
847	6.727821674
848	6.727711085
849	6.72768246
850	6.727667288
851	6.727661265
852	6.727562191
853	6.727549572
854	6.727518673
855	6.727485103
856	6.727452396
857	6.727362531
858	6.727333062
859	6.727282447
860	6.727274323
861	6.727212915
862	6.727198018
863	6.727186854
864	6.727174342
865	6.727111243
866	6.727038629
867	6.727017204
868	6.727001239
869	6.726927773
870	6.726864426
871	6.726845969
872	6.726792527
873	6.726708053
874	6.726668257
875	6.726635195
876	6.726589014
877	6.726523769
878	6.726452841
879	6.726421367
880	6.726366044
881	6.726339433
882	6.726282192
883	6.726261665
884	6.726227476
885	6.726223515
886	6.726161553
887	6.726142203
888	6.726131122
889	6.726097425
890	6.726043026
891	6.726025581
892	6.725917248
893	6.725830278
894	6.725817423
895	6.725725042
896	6.725609017
897	6.725530492
898	6.72547959
899	6.725417905
900	6.725374437
901	6.72537001
902	6.72529545
903	6.725284894
904	6.725266461
905	6.725257676
906	6.725237579
907	6.725218975
908	6.725164396
909	6.72514328
910	6.725087393
911	6.725043367
912	6.72501098
913	6.724993912
914	6.724967832
915	6.724895359
916	6.724861451
917	6.724846732
918	6.724819548
919	6.724796767
920	6.724718386
921	6.724676587
922	6.724644774
923	6.724594829
924	6.724519018
925	6.7244846
926	6.724444564
927	6.724360486
928	6.724334597
929	6.724237415
930	6.724228609
931	6.724205846
932	6.724157659
933	6.724125602
934	6.72405788
935	6.724045907
936	6.724005746
937	6.723935892
938	6.723878975
939	6.723873761
940	6.723836652
941	6.723796635
942	6.723789256
943	6.723772404
944	6.723730768
945	6.723689065
946	6.723656218
947	6.723632774
948	6.723616564
949	6.723581374
950	6.723555074
951	6.723550382
952	6.723507257
953	6.723487127
954	6.723451825
955	6.723389205
956	6.723362494
957	6.723310075
958	6.7232198
959	6.72321153
960	6.723197662
961	6.72316782
962	6.723156785
963	6.723104001
964	6.723090702
965	6.723047995
966	6.723028234
967	6.723014097
968	6.72299026
969	6.722902666
970	6.722872767
971	6.722789834
972	6.722773065
973	6.722717764
974	6.722710227
975	6.722673601
976	6.72265388
977	6.722622004
978	6.722580689
979	6.722510051
980	6.722458261
981	6.722404435
982	6.722397302
983	6.722390763
984	6.722353597
985	6.722304999
986	6.722251228
987	6.722150775
988	6.722135339
989	6.722127121
990	6.722067297
991	6.722036715
992	6.722013305
993	6.722011758
994	6.721983054
995	6.721965536
996	6.721940992
997	6.721900238
998	6.721867048
999	6.72183752
